Title,Opponent,Score,Date,Location (City),Location (Stadium),Latitude,Longitude,Cost,Description,Source,Relation,Rights,Reference URL,CONTENTdm number,Image Link
"Football Program. Idaho - University of Utah, 10/27/1956, University of Utah Stadium, Salt Lake City (Utah)",University of Utah,27-21,10/27/1956,Salt Lake City (Utah),Ute Stadium,40.759903,-111.848921,$0.25,"Official souvenir program of the Idaho - University of Utah football game, Saturday, October 27, 1956, Univetsity of Utah Stadium, Salt Lake City (Utah). Homecoming. Cover depicts a picture of football players playing in army uniforms.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,124",124,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=124&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=134124&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Utah, 10/27/1962, University of Utah Stadium, Salt Lake City (Utah)",University of Utah,21-25,10/27/1962,Salt Lake City (Utah),Ute Stadium,40.759883,-111.848961,$0.35,"Official souvenir program of the Idaho - University of Utah football game, Saturday, October 27, 1956, Ute Stadium, Salt Lake City (Utah). Cover depicts a picture of football players getting tackled .",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,125",125,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=125&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=135125&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Utah State, 11/26/1908, University of Utah Stadium, Salt Lake City (Utah)",University of Utah,,11/26/1908,Salt Lake City (Utah),Ute Stadium,40.759923,-111.848921,,"Official souvenir program of the Idaho - University of Utah football game, Saturday, November 11, 1908 Salt Lake City (Utah). Northwestern Championship. Cover depicts a picture of football players getting tackled .",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,128",128,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=128&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=136128&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Utah, 10/30/1954, Neale Stadium, Moscow (Idaho)",University of Utah,14-13,10/30/1954,Salt Lake City (Utah),Ute Stadium,40.759883,-111.848981,$0.25,"Official souvenir program of the Idaho - University of Utah football game, Saturday, October 30, 1954 University of Utah Stadium, Salt Lake City (Utah). Homecoming. Cover depicts a picture of football players getting tackled .",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,126",126,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=126&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=137126&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Washington, 09/24/1960, University of Washington Stadium, Seattle (Washington)",University of Washington,12-41,9/24/1960,Seattle (Washington),University of Washington Stadium,47.650425,-122.302154,$0.50,"Official souvenir program of the Idaho - University of Washington football game, Saturday, September 24, 1960, University of Washington Stadium, Seattle (Washington).  Cover depicts a cartoon drawing of a football player in a red catching a ball and a football player in a yellow uniform running.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,17",17,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=17&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=13817&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Washington, 09/26/1959, University of Washington Stadium, Seattle (Washington)",University of Washington,0-23,9/26/1959,Seattle (Washington),University of Washington Stadium,47.650425,-122.302174,$0.35,"Official souvenir program of the Idaho - University of Washington football game, Saturday, September 26, 1959, University of Washington Stadium, Seattle (Washington). Cover depicts a picture of a football player in a yellow uniform running with a football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,49",49,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=49&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=13949&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Weber State College, 09/22/1956, University of Washington Stadium, Seattle (Washington)",University of Washington,21-53,9/22/1956,Seattle (Washington),University of Washington Stadium,47.650445,-122.302154,$0.35,"Official souvenir program of the Idaho - University of Washington football game, Saturday, September 22, 1956, University of Washington Stadium, Seattle (Washington). Cover depicts a picture of a football player in a white and red uniform and about to throw the football.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,142",142,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=142&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=140142&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Washington, 09/17/1955, University of Washington Stadium, Seattle (Washington)",University of Washington,7-14,9/17/1955,Seattle (Washington),University of Washington Stadium,47.650425,-122.302194,$0.35,"Official souvenir program of the Idaho - Utah State football game, Saturday, September 17, 1955, Bronco Stadium, Boise (Idaho). Cover depicts a picture of two football players in red uniform trying to tackle a football player in a blue uniform .",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,143",143,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=143&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=141143&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Washington, 09/18/1965, University of Washington Stadium, Seattle (Washington)",University of Washington,9-14,9/18/1965,Seattle (Washington),University of Washington Stadium,47.650465,-122.302154,$0.50,"Official souvenir program of the Idaho - University of Washington football game, Saturday, September 18, 1965, University of Washington Stadium, Seattle (Washington). Cover depicts a picture of football players playing at a game one team in white uniforms and the other in black and gold uniforms .",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,144",144,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=144&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=142144&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Weber State College, 11/04/1967, Wildcat Stadium, Ogden (Utah)",Weber State College,17-28,11/4/1967,Ogden (Utah),Wildcat Stadium,41.191746,-111.94018,$0.50,"Official souvenir program of the Idaho - Weber State College football game, Saturday, November 04, 1967, Wildcat Stadium, Ogden (Utah).  Homecoming. Cover depicts a picture of a statue of a mans head with a football and helmet.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,135",135,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=135&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=143135&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Weber State College, 11/06/1965, Wildcat Stadium, Ogden (Utah)",Weber State College,7-14,11/6/1965,Ogden (Utah),Wildcat Stadium,41.191746,-111.9402,$0.35,"Official souvenir program of the Idaho - Weber State College football game, Saturday, November 06, 1965, Wildcat Stadium, Ogden (Utah).  NCAA Member. Cover depicts a picture of a woman laying on some grass.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,137",137,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=137&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=144137&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Willamette University, 11/19/1966, Wildcat Stadium, Moscow (Idaho)",Weber State College,42-12,11/19/1966,Ogden (Utah),Wildcat Stadium,41.191766,-111.94018,$0.50,"Official souvenir program of the Idaho - Weber State College football game, Saturday, November 19, 1966, Wildcat Stadium, Ogden (Utah).  Cover depicts a picture three football players in purple uniforms",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,138",138,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=138&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=145138&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - University of Utah, 11/18/1922, Neale Stadium, Moscow (Idaho)",University of Southern California,0-14,11/18/1922,Pasadena (California),,34.013872,-118.287123,$0.15,"Official souvenir program of the Idaho - University of Southern California football game, Saturday, November 18, 1922 Pasadena (California). Cover depicts a picture of a football player kicking a ball.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,120",120,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=120&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=146120&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
"Football Program. Idaho - Oregon State, 10/06/1951, Spokane, WA",Oregon State,6-34,10/6/1951,"Spokane, WA",,47.664981,-117.401946,$0.25,"Official souvenir program of the Idaho - Oregon State football game, Saturday, October 6, 1951,  Spokane (Washington). Cover depicts a picture of a cartoon fans and football players.",University of Idaho Special Collections & Archives.,University of Idaho Football Program Covers Collection,"Digital image copyright 2011, The University of Idaho. All rights reserved. For more information contact Special Collections and Archives, University of Idaho Library, Moscow, Idaho 83844-2351.","http://contentdm.lib.uidaho.edu/u?/football,100",100,http://contentdm.lib.uidaho.edu/cgi-bin/getimage.exe?CISOROOT=/football&CISOPTR=100&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=147100&DMSCALE=42.28330&DMWIDTH=800&DMHEIGHT=700&DMX=0&DMY=0&DMTEXT=&REC=1&DMTHUMB=1&DMROTATE=0
